RecordingTime [ms],Time of Day [h:m:s:ms],Category Binocular,Index Binocular,Point of Regard Binocular X [px],Point of Regard Binocular Y [px],AOI Name Binocular
211225.2,01:39:14:898,-,-,0.0,0.0,White Space
211242.4,01:39:14:915,-,-,0.0,0.0,White Space
211259.1,01:39:14:932,-,-,0.0,0.0,White Space
211275.1,01:39:14:948,-,-,0.0,0.0,White Space
211291.6,01:39:14:965,-,-,0.0,0.0,White Space
211308.9,01:39:14:982,-,-,0.0,0.0,White Space
211324.9,01:39:14:998,-,-,0.0,0.0,White Space
211341.9,01:39:15:015,-,-,0.0,0.0,White Space
211358.3,01:39:15:031,-,-,0.0,0.0,White Space
211374.8,01:39:15:048,-,-,0.0,0.0,White Space
211391.9,01:39:15:065,-,-,0.0,0.0,White Space
211408,01:39:15:081,-,-,0.0,0.0,White Space
211425,01:39:15:098,-,-,0.0,0.0,White Space
211441,01:39:15:114,-,-,0.0,0.0,White Space
211457.9,01:39:15:131,-,-,0.0,0.0,White Space
211474.8,01:39:15:148,-,-,0.0,0.0,White Space
211491,01:39:15:164,-,-,0.0,0.0,White Space
211507.4,01:39:15:180,-,-,0.0,0.0,White Space
211524.1,01:39:15:197,-,-,0.0,0.0,White Space
211540.6,01:39:15:214,-,-,0.0,0.0,White Space
211557.6,01:39:15:231,-,-,0.0,0.0,White Space
211573.9,01:39:15:247,-,-,0.0,0.0,White Space
211591.1,01:39:15:264,-,-,0.0,0.0,White Space
211606.9,01:39:15:280,-,-,0.0,0.0,White Space
211624,01:39:15:297,-,-,0.0,0.0,White Space
211640.4,01:39:15:313,-,-,0.0,0.0,White Space
211656.7,01:39:15:330,-,-,0.0,0.0,White Space
211674,01:39:15:347,-,-,0.0,0.0,White Space
211689.9,01:39:15:363,-,-,0.0,0.0,White Space
211706.7,01:39:15:380,-,-,0.0,0.0,White Space
211723.5,01:39:15:397,-,-,0.0,0.0,White Space
211739.7,01:39:15:413,-,-,0.0,0.0,-
211756.5,01:39:15:430,-,-,0.0,0.0,-
211773.1,01:39:15:446,-,-,0.0,0.0,-
211789.8,01:39:15:463,-,-,0.0,0.0,-
211806.5,01:39:15:479,-,-,0.0,0.0,-
211822.9,01:39:15:496,-,-,0.0,0.0,-
211839.7,01:39:15:513,-,-,0.0,0.0,-
211855.9,01:39:15:529,-,-,0.0,0.0,-
211872.6,01:39:15:546,-,-,0.0,0.0,-
211889.7,01:39:15:563,-,-,0.0,0.0,-
211905.7,01:39:15:579,-,-,0.0,0.0,White Space
211922.6,01:39:15:596,-,-,0.0,0.0,White Space
211939,01:39:15:612,-,-,0.0,0.0,White Space
211955.8,01:39:15:629,-,-,0.0,0.0,White Space
211972.3,01:39:15:645,-,-,0.0,0.0,White Space
211988.8,01:39:15:662,-,-,0.0,0.0,White Space
212005.8,01:39:15:679,-,-,0.0,0.0,White Space
212022,01:39:15:695,-,-,0.0,0.0,White Space
212039,01:39:15:712,-,-,0.0,0.0,White Space
212055.3,01:39:15:728,-,-,0.0,0.0,White Space
212071.8,01:39:15:745,-,-,0.0,0.0,White Space
212088.6,01:39:15:762,-,-,0.0,0.0,White Space
212105,01:39:15:778,-,-,0.0,0.0,White Space
212122.1,01:39:15:795,-,-,0.0,0.0,White Space
212138.4,01:39:15:811,-,-,0.0,0.0,White Space
212154.7,01:39:15:828,-,-,0.0,0.0,White Space
212171.7,01:39:15:845,-,-,0.0,0.0,White Space
212188,01:39:15:861,-,-,0.0,0.0,White Space
212204.6,01:39:15:878,-,-,0.0,0.0,White Space
212221.4,01:39:15:894,-,-,0.0,0.0,White Space
212237.6,01:39:15:911,-,-,0.0,0.0,White Space
212254.4,01:39:15:927,-,-,0.0,0.0,White Space
212270.7,01:39:15:944,-,-,0.0,0.0,White Space
212287.8,01:39:15:961,-,-,0.0,0.0,White Space
212304.3,01:39:15:977,-,-,0.0,0.0,White Space
212320.7,01:39:15:994,-,-,0.0,0.0,White Space
212337.8,01:39:16:011,-,-,0.0,0.0,White Space
212353.9,01:39:16:027,-,-,0.0,0.0,White Space
212370.9,01:39:16:044,-,-,0.0,0.0,White Space
212387.1,01:39:16:060,-,-,0.0,0.0,White Space
212403.7,01:39:16:077,-,-,0.0,0.0,White Space
212420.2,01:39:16:093,-,-,0.0,0.0,White Space
212436.9,01:39:16:110,-,-,0.0,0.0,White Space
212453.9,01:39:16:127,-,-,0.0,0.0,White Space
212470,01:39:16:143,-,-,0.0,0.0,White Space
212486.6,01:39:16:160,-,-,0.0,0.0,-
212503.3,01:39:16:176,-,-,0.0,0.0,-
212519.9,01:39:16:193,-,-,0.0,0.0,-
212536.8,01:39:16:210,-,-,0.0,0.0,-
212553.3,01:39:16:226,-,-,0.0,0.0,-
212569.6,01:39:16:243,-,-,0.0,0.0,-
212586.5,01:39:16:260,-,-,0.0,0.0,-
212602.8,01:39:16:276,-,-,0.0,0.0,-
212619.6,01:39:16:293,-,-,0.0,0.0,-
212636.4,01:39:16:309,-,-,0.0,0.0,White Space
212652.7,01:39:16:326,-,-,0.0,0.0,White Space
212669.7,01:39:16:343,-,-,0.0,0.0,White Space
212685.9,01:39:16:359,-,-,0.0,0.0,White Space
212702.6,01:39:16:376,-,-,0.0,0.0,White Space
212719.4,01:39:16:392,-,-,0.0,0.0,White Space
212735.6,01:39:16:409,-,-,0.0,0.0,White Space
212752.4,01:39:16:425,-,-,0.0,0.0,White Space
212768.7,01:39:16:442,-,-,0.0,0.0,White Space
212785.8,01:39:16:459,-,-,0.0,0.0,White Space
212802.3,01:39:16:475,-,-,0.0,0.0,White Space
212818.6,01:39:16:492,-,-,0.0,0.0,White Space
212835.4,01:39:16:508,-,-,0.0,0.0,White Space
212851.8,01:39:16:525,-,-,0.0,0.0,-
212868.8,01:39:16:542,-,-,0.0,0.0,-
212885.3,01:39:16:558,-,-,0.0,0.0,-
212901.5,01:39:16:574,-,-,0.0,0.0,-
212918.5,01:39:16:592,-,-,0.0,0.0,-
212934.7,01:39:16:608,-,-,0.0,0.0,-
212951.8,01:39:16:625,-,-,0.0,0.0,-
212968.1,01:39:16:641,-,-,0.0,0.0,-
212984.3,01:39:16:657,-,-,0.0,0.0,-
213001.6,01:39:16:675,-,-,0.0,0.0,-
213017.6,01:39:16:691,-,-,0.0,0.0,-
213034.4,01:39:16:707,-,-,0.0,0.0,-
213050.9,01:39:16:724,-,-,0.0,0.0,-
213067.4,01:39:16:740,-,-,0.0,0.0,-
213084.3,01:39:16:757,-,-,0.0,0.0,-
213100.6,01:39:16:774,-,-,0.0,0.0,-
213117.8,01:39:16:791,-,-,0.0,0.0,-
213134,01:39:16:807,-,-,0.0,0.0,-
213150.5,01:39:16:823,-,-,0.0,0.0,-
213167.2,01:39:16:840,-,-,0.0,0.0,-
213183.7,01:39:16:857,-,-,0.0,0.0,-
213200.6,01:39:16:874,-,-,0.0,0.0,White Space
213217.3,01:39:16:890,-,-,0.0,0.0,White Space
213233.5,01:39:16:906,-,-,0.0,0.0,White Space
213250.5,01:39:16:924,-,-,0.0,0.0,White Space
213266.6,01:39:16:940,-,-,0.0,0.0,White Space
213283.4,01:39:16:956,-,-,0.0,0.0,White Space
213299.9,01:39:16:973,-,-,0.0,0.0,White Space
213316.4,01:39:16:989,-,-,0.0,0.0,White Space
213333.2,01:39:17:006,-,-,0.0,0.0,White Space
213349.6,01:39:17:023,-,-,0.0,0.0,White Space
213366.2,01:39:17:039,-,-,0.0,0.0,-
213383.1,01:39:17:056,-,-,0.0,0.0,-
213399.4,01:39:17:072,-,-,0.0,0.0,-
213416.2,01:39:17:089,-,-,0.0,0.0,-
213432.7,01:39:17:106,-,-,0.0,0.0,-
213449.2,01:39:17:122,-,-,0.0,0.0,-
213465.9,01:39:17:139,-,-,0.0,0.0,-
213482.4,01:39:17:155,-,-,0.0,0.0,-
213499.1,01:39:17:172,-,-,0.0,0.0,White Space
213515.8,01:39:17:189,-,-,0.0,0.0,White Space
213532,01:39:17:205,-,-,0.0,0.0,White Space
213549,01:39:17:222,-,-,0.0,0.0,White Space
213565.1,01:39:17:238,-,-,0.0,0.0,White Space
213582.1,01:39:17:255,-,-,0.0,0.0,White Space
213598.8,01:39:17:272,-,-,0.0,0.0,White Space
213615,01:39:17:288,-,-,0.0,0.0,White Space
213631.8,01:39:17:305,-,-,0.0,0.0,White Space
213648.4,01:39:17:321,-,-,0.0,0.0,White Space
213665,01:39:17:338,-,-,0.0,0.0,White Space
213681.8,01:39:17:355,-,-,0.0,0.0,White Space
213698.1,01:39:17:371,-,-,0.0,0.0,-
213715.1,01:39:17:388,-,-,0.0,0.0,-
213731.3,01:39:17:404,-,-,0.0,0.0,-
213748.1,01:39:17:421,-,-,0.0,0.0,-
213764.7,01:39:17:438,-,-,0.0,0.0,-
213781.1,01:39:17:454,-,-,0.0,0.0,-
213797.7,01:39:17:471,-,-,0.0,0.0,-
213814.3,01:39:17:487,-,-,0.0,0.0,-
213831.3,01:39:17:504,-,-,0.0,0.0,-
213847.4,01:39:17:520,-,-,0.0,0.0,-
213864.1,01:39:17:537,-,-,0.0,0.0,-
213880.7,01:39:17:554,-,-,0.0,0.0,-
213897.4,01:39:17:570,Visual Intake,1993,244.2,135.2,Spool 3
213914.4,01:39:17:587,Visual Intake,1993,244.2,135.2,Spool 3
213930.8,01:39:17:604,Visual Intake,1993,244.2,135.2,Spool 3
213947,01:39:17:620,Visual Intake,1993,244.2,135.2,Spool 3
213963.8,01:39:17:637,Visual Intake,1993,244.2,135.2,Spool 3
213980.2,01:39:17:653,Visual Intake,1993,244.2,135.2,Spool 3
213997,01:39:17:670,Visual Intake,1993,244.2,135.2,Spool 3
214013.6,01:39:17:687,Visual Intake,1993,244.2,135.2,Spool 3
214029.8,01:39:17:703,Visual Intake,1993,244.2,135.2,Spool 3
214046.7,01:39:17:720,Visual Intake,1993,244.2,135.2,Spool 3
214063.2,01:39:17:736,Visual Intake,1993,244.2,135.2,Spool 3
214080.3,01:39:17:753,Saccade,327,244.2,135.2,Spool 3
214096.6,01:39:17:770,-,-,0.0,0.0,-
214112.9,01:39:17:786,-,-,0.0,0.0,-
214129.7,01:39:17:803,-,-,0.0,0.0,-
214146.1,01:39:17:819,Visual Intake,1994,140.3,202.8,Spool 3
214163,01:39:17:836,Visual Intake,1994,140.3,202.8,Spool 3
214179.7,01:39:17:853,Visual Intake,1994,140.3,202.8,Spool 3
214195.7,01:39:17:869,Visual Intake,1994,140.3,202.8,Spool 3
214212.6,01:39:17:886,Visual Intake,1994,140.3,202.8,Spool 3
214229,01:39:17:902,Visual Intake,1994,140.3,202.8,Spool 3
214246.2,01:39:17:919,Saccade,328,140.3,202.8,Spool 3
214262.2,01:39:17:935,-,-,0.0,0.0,-
214278.8,01:39:17:952,-,-,0.0,0.0,-
214295.3,01:39:17:968,Visual Intake,1995,161.2,47.4,Spool 3
214311.9,01:39:17:985,Visual Intake,1995,161.2,47.4,Spool 3
214328.6,01:39:18:002,Visual Intake,1995,161.2,47.4,Spool 3
214345.2,01:39:18:018,Visual Intake,1995,161.2,47.4,Spool 3
214361.7,01:39:18:035,Visual Intake,1995,161.2,47.4,Spool 3
214378.3,01:39:18:051,Visual Intake,1995,161.2,47.4,Spool 3
214394.9,01:39:18:068,Visual Intake,1995,161.2,47.4,Spool 3
214411.6,01:39:18:085,Visual Intake,1995,161.2,47.4,Spool 3
214428.2,01:39:18:101,Visual Intake,1995,161.2,47.4,Spool 3
214444.7,01:39:18:118,Visual Intake,1995,161.2,47.4,Spool 3
214461.3,01:39:18:134,Visual Intake,1995,161.2,47.4,Spool 3
214477.9,01:39:18:151,Visual Intake,1995,161.2,47.4,Spool 3
214494.5,01:39:18:168,Saccade,329,161.2,47.4,Spool 3
214511.1,01:39:18:184,-,-,0.0,0.0,-
214527.6,01:39:18:201,-,-,0.0,0.0,-
214544.3,01:39:18:217,-,-,0.0,0.0,-
214560.9,01:39:18:234,Visual Intake,1996,206.1,243.9,Spool 3
214577.5,01:39:18:250,Visual Intake,1996,206.1,243.9,Spool 3
214594.7,01:39:18:268,Visual Intake,1996,206.1,243.9,Spool 3
214610.9,01:39:18:284,Visual Intake,1996,206.1,243.9,Spool 3
214627.5,01:39:18:301,Visual Intake,1996,206.1,243.9,Spool 3
214644,01:39:18:317,Visual Intake,1996,206.1,243.9,Spool 3
214660.8,01:39:18:334,Visual Intake,1996,206.1,243.9,Spool 3
214677.8,01:39:18:351,Visual Intake,1996,206.1,243.9,Spool 3
214693.7,01:39:18:367,Visual Intake,1996,206.1,243.9,Spool 3
214710.8,01:39:18:384,Visual Intake,1996,206.1,243.9,Spool 3
214727.1,01:39:18:400,Visual Intake,1996,206.1,243.9,Spool 3
214743.9,01:39:18:417,Visual Intake,1996,206.1,243.9,Spool 3
214760.4,01:39:18:433,Visual Intake,1996,206.1,243.9,Spool 3
214776.6,01:39:18:450,Visual Intake,1996,206.1,243.9,Spool 3
214793.9,01:39:18:467,Visual Intake,1996,206.1,243.9,Spool 3
214809.8,01:39:18:483,Visual Intake,1996,206.1,243.9,Spool 3
214826.6,01:39:18:500,Visual Intake,1996,206.1,243.9,Spool 3
214843.5,01:39:18:517,Visual Intake,1996,206.1,243.9,Spool 3
214859.6,01:39:18:533,Visual Intake,1996,206.1,243.9,Spool 3
214876.4,01:39:18:549,Visual Intake,1996,206.1,243.9,Spool 3
214892.8,01:39:18:566,Visual Intake,1996,206.1,243.9,Spool 3
214909.7,01:39:18:583,Visual Intake,1996,206.1,243.9,Spool 3
214926.6,01:39:18:600,Visual Intake,1996,206.1,243.9,Spool 3
214943.1,01:39:18:616,Visual Intake,1996,206.1,243.9,Spool 3
214959.8,01:39:18:633,Saccade,330,206.1,243.9,Spool 3
214976,01:39:18:649,-,-,0.0,0.0,-
214992.9,01:39:18:666,-,-,0.0,0.0,-
215009.5,01:39:18:683,Visual Intake,1997,223.4,363.9,Spool 3
215025.6,01:39:18:699,Visual Intake,1997,223.4,363.9,Spool 3
215042.5,01:39:18:715,Visual Intake,1997,223.4,363.9,Spool 3
215058.8,01:39:18:732,Visual Intake,1997,223.4,363.9,Spool 3
215076,01:39:18:749,Visual Intake,1997,223.4,363.9,Spool 3
215092.3,01:39:18:765,Visual Intake,1997,223.4,363.9,Spool 3
215108.6,01:39:18:782,Visual Intake,1997,223.4,363.9,Spool 3
215125.8,01:39:18:799,Visual Intake,1997,223.4,363.9,Spool 3
215141.7,01:39:18:815,Visual Intake,1997,223.4,363.9,Spool 3
215159,01:39:18:832,Visual Intake,1997,223.4,363.9,Spool 3
215175.6,01:39:18:849,Visual Intake,1997,223.4,363.9,Spool 3
215191.6,01:39:18:865,Visual Intake,1997,223.4,363.9,Spool 3
215208.2,01:39:18:881,Visual Intake,1997,223.4,363.9,Spool 3
215225.2,01:39:18:898,Visual Intake,1997,223.4,363.9,Spool 3
215241.4,01:39:18:914,Saccade,331,223.4,363.9,Spool 3
215258.4,01:39:18:931,-,-,0.0,0.0,-
215274.6,01:39:18:948,-,-,0.0,0.0,-
215291.9,01:39:18:965,Visual Intake,1998,224.7,339.2,Spool 3
215307.7,01:39:18:981,Visual Intake,1998,224.7,339.2,Spool 3
215324.5,01:39:18:997,Visual Intake,1998,224.7,339.2,Spool 3
215341,01:39:19:014,Visual Intake,1998,224.7,339.2,Spool 3
215357.6,01:39:19:031,Visual Intake,1998,224.7,339.2,Spool 3
215374.5,01:39:19:047,Saccade,332,224.7,339.2,Spool 3
215391.2,01:39:19:064,-,-,0.0,0.0,-
215407.5,01:39:19:081,-,-,0.0,0.0,-
215424.4,01:39:19:097,Visual Intake,1999,215.9,226.8,Spool 3
215440.5,01:39:19:114,Visual Intake,1999,215.9,226.8,Spool 3
215457.3,01:39:19:130,Visual Intake,1999,215.9,226.8,Spool 3
215474.2,01:39:19:147,Visual Intake,1999,215.9,226.8,Spool 3
215490.4,01:39:19:163,Visual Intake,1999,215.9,226.8,Spool 3
215507.2,01:39:19:180,Visual Intake,1999,215.9,226.8,Spool 3
215523.6,01:39:19:197,Blink,1991,215.9,226.8,Spool 3
215540.4,01:39:19:213,-,-,0.0,0.0,-
215557.3,01:39:19:230,-,-,0.0,0.0,-
215573.4,01:39:19:246,-,-,0.0,0.0,-
215590,01:39:19:263,-,-,0.0,0.0,-
215606.6,01:39:19:280,-,-,0.0,0.0,-
215623.3,01:39:19:296,-,-,0.0,0.0,-
215640.2,01:39:19:313,-,-,0.0,0.0,-
215656.2,01:39:19:329,Visual Intake,2000,158.9,250.2,Spool 3
215673.5,01:39:19:346,Visual Intake,2000,158.9,250.2,Spool 3
215689.6,01:39:19:363,Visual Intake,2000,158.9,250.2,Spool 3
215706.4,01:39:19:379,Visual Intake,2000,158.9,250.2,Spool 3
215723,01:39:19:396,Visual Intake,2000,158.9,250.2,Spool 3
215739.4,01:39:19:412,Visual Intake,2000,158.9,250.2,Spool 3
215756.2,01:39:19:429,Visual Intake,2000,158.9,250.2,Spool 3
215772.4,01:39:19:445,Visual Intake,2000,158.9,250.2,Spool 3
215789.1,01:39:19:462,Visual Intake,2000,158.9,250.2,Spool 3
215805.7,01:39:19:479,Visual Intake,2000,158.9,250.2,Spool 3
215822.2,01:39:19:495,-,-,158.9,250.2,Spool 3
215839.1,01:39:19:512,-,-,0.0,0.0,-
215855.4,01:39:19:528,-,-,0.0,0.0,-
215872.5,01:39:19:545,-,-,0.0,0.0,-
215889.1,01:39:19:562,-,-,0.0,0.0,-
215905.2,01:39:19:578,-,-,0.0,0.0,-
215921.9,01:39:19:595,-,-,0.0,0.0,-
215938.3,01:39:19:611,-,-,0.0,0.0,-
215955.5,01:39:19:629,-,-,0.0,0.0,-
215971.6,01:39:19:645,-,-,0.0,0.0,-
215988.1,01:39:19:661,-,-,0.0,0.0,-
216005.4,01:39:19:678,-,-,0.0,0.0,-
216021.3,01:39:19:694,-,-,0.0,0.0,-
216038.3,01:39:19:711,-,-,0.0,0.0,-
216054.7,01:39:19:728,-,-,0.0,0.0,White Space
216071.3,01:39:19:744,-,-,0.0,0.0,White Space
216088.4,01:39:19:761,-,-,0.0,0.0,White Space
216104.4,01:39:19:777,-,-,0.0,0.0,White Space
216121.4,01:39:19:794,-,-,0.0,0.0,White Space
216138,01:39:19:811,-,-,0.0,0.0,White Space
216154.1,01:39:19:827,-,-,0.0,0.0,White Space
216171.3,01:39:19:844,-,-,0.0,0.0,White Space
216187.3,01:39:19:860,-,-,0.0,0.0,White Space
216204.4,01:39:19:877,-,-,0.0,0.0,White Space
216221,01:39:19:894,-,-,0.0,0.0,White Space
216237.1,01:39:19:910,-,-,0.0,0.0,White Space
216254.1,01:39:19:927,-,-,0.0,0.0,White Space
216270.2,01:39:19:943,-,-,0.0,0.0,White Space
216287.5,01:39:19:961,-,-,0.0,0.0,White Space
216303.5,01:39:19:977,-,-,0.0,0.0,White Space
216320.1,01:39:19:993,-,-,0.0,0.0,White Space
216336.8,01:39:20:010,-,-,0.0,0.0,White Space
216353.2,01:39:20:026,-,-,0.0,0.0,-
216370.5,01:39:20:043,-,-,0.0,0.0,-
216386.6,01:39:20:060,-,-,0.0,0.0,-
216402.8,01:39:20:076,-,-,0.0,0.0,-
216420,01:39:20:093,-,-,0.0,0.0,-
216436.3,01:39:20:109,-,-,0.0,0.0,-
216453.4,01:39:20:126,-,-,0.0,0.0,-
216470,01:39:20:143,-,-,0.0,0.0,-
216485.9,01:39:20:159,-,-,0.0,0.0,-
216502.8,01:39:20:176,-,-,0.0,0.0,-
216519.2,01:39:20:192,-,-,0.0,0.0,-
216536.1,01:39:20:209,-,-,0.0,0.0,-
216552.9,01:39:20:226,-,-,0.0,0.0,-
216568.9,01:39:20:242,-,-,0.0,0.0,-
216586,01:39:20:259,-,-,0.0,0.0,-
216602.2,01:39:20:275,Visual Intake,2002,176.0,140.9,Spool 3
216619.3,01:39:20:292,Visual Intake,2002,176.0,140.9,Spool 3
216635.8,01:39:20:309,Visual Intake,2002,176.0,140.9,Spool 3
216652.1,01:39:20:325,Visual Intake,2002,176.0,140.9,Spool 3
216668.6,01:39:20:342,Visual Intake,2002,176.0,140.9,Spool 3
216685.1,01:39:20:358,Visual Intake,2002,176.0,140.9,Spool 3
216702,01:39:20:375,Saccade,333,176.0,140.9,Spool 3
216719,01:39:20:392,-,-,0.0,0.0,-
216735,01:39:20:408,-,-,0.0,0.0,-
216751.9,01:39:20:425,-,-,0.0,0.0,-
216768,01:39:20:441,Visual Intake,2003,219.4,142.8,Spool 3
216785.1,01:39:20:458,Visual Intake,2003,219.4,142.8,Spool 3
216801.5,01:39:20:474,Visual Intake,2003,219.4,142.8,Spool 3
216818,01:39:20:491,Visual Intake,2003,219.4,142.8,Spool 3
216835.1,01:39:20:508,Visual Intake,2003,219.4,142.8,Spool 3
216851.2,01:39:20:524,Visual Intake,2003,219.4,142.8,Spool 3
216868.1,01:39:20:541,Visual Intake,2003,219.4,142.8,Spool 3
216884.8,01:39:20:558,Visual Intake,2003,219.4,142.8,Spool 3
216900.8,01:39:20:574,Visual Intake,2003,219.4,142.8,Spool 3
216917.5,01:39:20:590,Visual Intake,2003,219.4,142.8,Spool 3
216934.1,01:39:20:607,Visual Intake,2003,219.4,142.8,Spool 3
216951.3,01:39:20:624,Visual Intake,2003,219.4,142.8,Spool 3
216967.4,01:39:20:640,Visual Intake,2003,219.4,142.8,Spool 3
216984,01:39:20:657,Visual Intake,2003,219.4,142.8,Spool 3
217000.7,01:39:20:674,Visual Intake,2003,219.4,142.8,Spool 3
217017.2,01:39:20:690,Visual Intake,2003,219.4,142.8,Spool 3
217034.3,01:39:20:707,Visual Intake,2003,219.4,142.8,Spool 3
217050.8,01:39:20:724,Visual Intake,2003,219.4,142.8,Spool 3
217066.8,01:39:20:740,Visual Intake,2003,219.4,142.8,Spool 3
217083.9,01:39:20:757,Visual Intake,2003,219.4,142.8,Spool 3
217100.1,01:39:20:773,Visual Intake,2003,219.4,142.8,Spool 3
217117.2,01:39:20:790,-,-,219.4,142.8,Spool 3
217133.6,01:39:20:807,-,-,0.0,0.0,-
217149.9,01:39:20:823,-,-,0.0,0.0,-
217166.8,01:39:20:840,-,-,0.0,0.0,-
217182.9,01:39:20:856,-,-,0.0,0.0,-
217199.8,01:39:20:873,-,-,0.0,0.0,-
217216.5,01:39:20:889,-,-,0.0,0.0,-
217232.6,01:39:20:906,-,-,0.0,0.0,-
217249.8,01:39:20:923,-,-,0.0,0.0,-
217266.6,01:39:20:940,-,-,0.0,0.0,-
217282.6,01:39:20:956,-,-,0.0,0.0,-
217299.3,01:39:20:972,-,-,0.0,0.0,-
217315.8,01:39:20:989,-,-,0.0,0.0,-
217332.6,01:39:21:006,-,-,0.0,0.0,-
217349.6,01:39:21:023,-,-,0.0,0.0,-
217365.7,01:39:21:039,-,-,0.0,0.0,-
217382.5,01:39:21:056,-,-,0.0,0.0,-
217398.7,01:39:21:072,-,-,0.0,0.0,-
217415.9,01:39:21:089,-,-,0.0,0.0,-
217432.4,01:39:21:105,-,-,0.0,0.0,-
217448.5,01:39:21:121,-,-,0.0,0.0,-
217465.4,01:39:21:138,-,-,0.0,0.0,-
217481.7,01:39:21:155,-,-,0.0,0.0,-
217499,01:39:21:172,-,-,0.0,0.0,-
217515.3,01:39:21:188,-,-,0.0,0.0,-
217531.6,01:39:21:205,-,-,0.0,0.0,-
217548.6,01:39:21:222,-,-,0.0,0.0,-
217564.7,01:39:21:238,-,-,0.0,0.0,-
217581.9,01:39:21:255,-,-,0.0,0.0,-
217598.2,01:39:21:271,-,-,0.0,0.0,-
217614.5,01:39:21:287,-,-,0.0,0.0,White Space
217631.3,01:39:21:304,-,-,0.0,0.0,White Space
217647.7,01:39:21:321,-,-,0.0,0.0,White Space
217664.9,01:39:21:338,-,-,0.0,0.0,White Space
217681.4,01:39:21:354,-,-,0.0,0.0,White Space
217697.5,01:39:21:370,-,-,0.0,0.0,White Space
217714.7,01:39:21:388,-,-,0.0,0.0,White Space
217730.5,01:39:21:404,-,-,0.0,0.0,White Space
217747.9,01:39:21:421,-,-,0.0,0.0,White Space
217764.2,01:39:21:437,-,-,0.0,0.0,White Space
217780.3,01:39:21:453,-,-,0.0,0.0,White Space
217797,01:39:21:470,-,-,0.0,0.0,White Space
217813.7,01:39:21:487,-,-,0.0,0.0,-
217830.9,01:39:21:504,-,-,0.0,0.0,-
217847.2,01:39:21:520,-,-,0.0,0.0,-
217863.4,01:39:21:536,-,-,0.0,0.0,-
217880.3,01:39:21:553,-,-,0.0,0.0,-
217896.6,01:39:21:570,-,-,0.0,0.0,White Space
217913.8,01:39:21:587,-,-,0.0,0.0,White Space
217930.3,01:39:21:603,-,-,0.0,0.0,White Space
217946.2,01:39:21:619,-,-,0.0,0.0,White Space
217963.5,01:39:21:637,-,-,0.0,0.0,White Space
217979.5,01:39:21:652,-,-,0.0,0.0,White Space
217997,01:39:21:670,-,-,0.0,0.0,White Space
218013.2,01:39:21:686,-,-,0.0,0.0,White Space
218029.4,01:39:21:702,-,-,0.0,0.0,White Space
218046.3,01:39:21:719,-,-,0.0,0.0,-
218062.5,01:39:21:735,-,-,0.0,0.0,-
218079.1,01:39:21:752,-,-,0.0,0.0,-
218096,01:39:21:769,-,-,0.0,0.0,-
218112.4,01:39:21:785,-,-,0.0,0.0,-
218129.1,01:39:21:802,-,-,0.0,0.0,-
218145.3,01:39:21:818,-,-,0.0,0.0,-
218162.3,01:39:21:835,-,-,0.0,0.0,-
218179.3,01:39:21:852,-,-,0.0,0.0,-
218195.5,01:39:21:868,-,-,0.0,0.0,-
218212.3,01:39:21:885,-,-,0.0,0.0,-
218228.5,01:39:21:901,-,-,0.0,0.0,-
218245.7,01:39:21:919,-,-,0.0,0.0,White Space
218262.1,01:39:21:935,-,-,0.0,0.0,White Space
218278.5,01:39:21:951,-,-,0.0,0.0,White Space
218295.5,01:39:21:969,-,-,0.0,0.0,White Space
218311.6,01:39:21:985,-,-,0.0,0.0,White Space
218328.2,01:39:22:001,-,-,0.0,0.0,White Space
218344.9,01:39:22:018,-,-,0.0,0.0,White Space
218361.4,01:39:22:034,-,-,0.0,0.0,White Space
218378.4,01:39:22:051,-,-,0.0,0.0,White Space
218394.6,01:39:22:068,-,-,0.0,0.0,White Space
218411.3,01:39:22:084,-,-,0.0,0.0,White Space
218428,01:39:22:101,-,-,0.0,0.0,White Space
218444.4,01:39:22:117,-,-,0.0,0.0,White Space
218460.9,01:39:22:134,-,-,0.0,0.0,White Space
218477.5,01:39:22:150,-,-,0.0,0.0,White Space
218494.6,01:39:22:168,-,-,0.0,0.0,White Space
218511.1,01:39:22:184,-,-,0.0,0.0,White Space
218527.4,01:39:22:200,-,-,0.0,0.0,White Space
218544.1,01:39:22:217,-,-,0.0,0.0,White Space
218560.7,01:39:22:234,-,-,0.0,0.0,-
218577.2,01:39:22:250,-,-,0.0,0.0,-
218594.2,01:39:22:267,-,-,0.0,0.0,-
218610.2,01:39:22:283,-,-,0.0,0.0,White Space
218627,01:39:22:300,-,-,0.0,0.0,White Space
218643.5,01:39:22:317,-,-,0.0,0.0,White Space
218660.4,01:39:22:333,-,-,0.0,0.0,White Space
218677.2,01:39:22:350,-,-,0.0,0.0,White Space
218693.3,01:39:22:366,-,-,0.0,0.0,White Space
218710.2,01:39:22:383,-,-,0.0,0.0,White Space
218726.5,01:39:22:400,-,-,0.0,0.0,-
218743.4,01:39:22:416,-,-,0.0,0.0,-
218759.7,01:39:22:433,-,-,0.0,0.0,-
218776.3,01:39:22:449,-,-,0.0,0.0,-
218793.3,01:39:22:466,-,-,0.0,0.0,-
218809.5,01:39:22:482,-,-,0.0,0.0,-
218826.2,01:39:22:499,-,-,0.0,0.0,-
218843.1,01:39:22:516,-,-,0.0,0.0,-
218859.1,01:39:22:532,-,-,0.0,0.0,-
